comment-id,comment,total-votes,total-agrees,total-disagrees,total-passes,group-a-votes,group-a-agrees,group-a-disagrees,group-a-passes,group-b-votes,group-b-agrees,group-b-disagrees,group-b-passes
234,"By 2050, we'll require new downtown building owners to have retailers locate on their first floor, facing the street.",332,116,52,164,99,21,17,61,233,95,35,103
235,"We'll implement affordable ""planned communities,"" designed with 250+ single-family dwellings, in and around Warren County.",493,206,63,224,142,25,35,82,351,181,28,142
236,"By 2050, we'll encourage and support new hobby farms throughout Warren County.",546,314,25,207,158,66,12,80,388,248,13,127
237,"We'll have zoning that includes options for more affordable options like Accessory Dwelling Units and Higher Density.",368,138,40,190,125,16,24,85,243,122,16,105
238,"We'll focus more attention on recruiting tech businesses to Warren County.",1086,545,115,426,292,101,44,147,794,444,71,279
239,"Bowling Green will have a larger convention center attached to an upper-scale hotel property in order to attract meetings and conventions.",1662,876,238,548,386,139,83,164,1276,737,155,384
240,"We'll better embrace and support New Americans to become entrepreneurs in the future.",1545,782,221,542,379,57,140,182,1166,725,81,360
241,"In order for Bowling Green to remain easily accessible in the future, additional interchanges to I-65 & I-165 will be developed.",1284,662,165,457,325,135,47,143,959,527,118,314
242,"The BG of 2050 values, attracts, and takes care of people of all ages and perspectives.",1137,734,75,328,298,91,56,151,839,643,19,177
243,"Beech Bend will become an even larger destination point for visitors in the future, with better access to the area.",1049,512,151,386,297,127,46,124,752,385,105,262
244,"Bowling Green will be seen as the 'hub' for all surrounding counties, and we'll be focused on promoting the region, not just Warren County.",1210,746,85,379,310,123,46,141,900,623,39,238
245,"We'll have high-speed rail along I-65, connecting Louisville, the Bourbon Trail, and Nashville to Bowling Green.",1444,903,168,373,380,135,93,152,1064,768,75,221
246,"In 2050, we should tax smoke and vape shops.",697,381,66,250,189,81,20,88,508,300,46,162
247,"In the future, we'll help pay for public parks through taxing smoke and vape shops.",385,152,58,175,123,26,28,69,262,126,30,106
248,"We'll see more programs that help farmers evolve and continue to prosper in the future.",1032,764,33,235,261,138,18,105,771,626,15,130
249,"I hope we have a bus system going from Bowling Green to Nashville and back.",1743,982,228,533,407,100,110,197,1336,882,118,336
250,"In the future, we'll have infrastructure for food rescue, food growing, and food tree planting.",890,509,53,328,240,60,34,146,650,449,19,182
251,"Warren County has some of the most productive agriculture ground in the Commonwealth. I’d like to see some of it left/preserved in 2050.",1042,772,24,246,273,166,12,95,769,606,12,151
252,"We will focus on developing local restaurants and shops that have longevity, rather than chains and fast food.",1142,880,46,216,306,158,29,119,836,722,17,97
253,"Bowling Green will prioritize building more unique outdoor fitness parks to encourage year-round physical activity.",1389,893,104,392,333,142,47,144,1056,751,57,248
254,"We'll have more community-supported agriculture (CSA) programs to make fresh, locally-grown food accessible to all families.",1154,868,47,239,309,144,34,131,845,724,13,108
255,"We'll create and incentivize a network of wellness coaches in schools and workplaces to guide healthier living and preventative care for all ages.",836,417,110,309,237,62,57,118,599,355,53,191
256,"In 2050, the city will incentivize small, local fitness businesses.",417,163,52,202,131,29,21,81,286,134,31,121
257,"We'll establish mandatory nutrition and physical education programs in schools that continue throughout high school for healthier futures.",712,347,112,253,216,71,52,93,496,276,60,160
258,"BG will improve the walking/cycling paths that connect neighborhoods to parks, schools, and downtown for safer, healthier commutes.",1328,1012,71,245,339,160,48,131,989,852,23,114
259,"Bowling Green will be a leader in preventative medicine and healthy living.",1186,826,61,299,312,153,35,124,874,673,26,175
260,"Bowling Green will have an annual wellness festival celebrating local health experts, fitness programs, and nutrition initiatives.",1015,501,130,384,271,76,59,136,744,425,71,248
261,"The city will promote active family days in parks where physical activities, sports, and health education are the focus.",1183,767,63,353,327,132,43,152,856,635,20,201
262,"BG will encourage local businesses to offer employee wellness programs (fitness classes, mental health support, and healthy meal options).",1220,766,109,345,314,98,72,144,906,668,37,201
263,"We'll create incentives for restaurants and grocery stores to offer healthier, locally-sourced menu options and produce at affordable prices.",1242,814,96,332,318,124,58,136,924,690,38,196
264,"We'll require fitness and nutrition education classes in schools to foster lifelong healthy habits.",1198,689,123,386,312,136,54,122,886,553,69,264
265,"Constitutional rights training will be required for all public servants in 2050.",358,168,40,150,102,27,20,55,256,141,20,95
266,"We'll provide tax incentives for companies that implement employee wellness programs.",850,435,89,326,224,56,46,122,626,379,43,204
267,"Bowling Green will establish a citywide ""Blue Zones Project"" to create environments where residents naturally live healthier, longer lives.",360,143,42,175,109,12,24,73,251,131,18,102
268,"We'll convert vacant lots into urban farms, where residents can grow and harvest their own fresh produce.",1312,758,158,396,316,100,59,157,996,658,99,239
269,"We'll implement a ""Prescription Produce"" program where doctors prescribe fresh fruits and vegetables to patients with diet-related conditions.",208,62,38,108,59,5,10,44,149,57,28,64
270,"BG will have a “Wellness Hour” where all city offices and businesses encourage a break for light physical activity and mental well-being.",907,369,175,363,234,41,76,117,673,328,99,246
271,"In the future, housing and subdivisions will be separated from industry by buffers like parks or commercial properties.",960,564,63,333,244,103,27,114,716,461,36,219
272,"We'll have a floating, fitness-themed river park along the Barren River with paddleboarding, yoga on docks, and riverside trails.",1794,1016,225,553,419,148,82,189,1375,868,143,364
273,"In 2050, property development will be accomplished by private land owners and onlyguided and encouraged by government.",108,14,29,65,36,4,2,30,72,10,27,35
274,"In 2050, we'll have a citywide ""Healthy Lifestyle"" campaign to promote fitness, nutrition, and mental wellness across all age groups.",1113,640,101,372,303,105,52,146,810,535,49,226
275,"We'll expand public access to affordable, organic, and locally sourced foods through farmers markets and grocery partnerships.",1202,898,53,251,310,140,38,132,892,758,15,119
276,"We'll establish a ""Wellness Week"" each year with free health screenings, fitness classes, and nutrition workshops citywide.",1178,624,150,404,295,78,69,148,883,546,81,256
277,"Bowling Green will leverage its geographic location to act as a bridge for the “north to south"" in the future.",834,413,79,342,245,75,37,133,589,338,42,209
278,"The city will do everything they can to incentivize affordable housing in the future.",1611,1033,167,411,404,118,102,184,1207,915,65,227
279,"I'd love for us to have a cultural/ethnic museum with exhibits (rotated or not) from around the world, highlighting the diversity of BG.",2791,1346,545,900,565,48,286,231,2226,1298,259,669
280,"I hope we have trolleys that are unique or painted/decorated on different themes in the future.",1099,510,162,427,277,60,74,143,822,450,88,284
281,"In 2050, we'll encourage the use of trolleys to avoid communiting downtown in personal cars.",1157,619,177,361,295,72,83,140,862,547,94,221
282,"In the future, Bowling Green will have true bakeries, like those we find in Europe.",945,545,84,316,273,92,46,135,672,453,38,181
283,"In the future, we'll have a couple of true/real seafood restaurants.",1137,519,174,444,285,91,62,132,852,428,112,312
284,"I hope there's more collaboration between WKU & local small businesses for internship opportunities. Students (future professionals) would benefit tremendously!",1042,731,46,265,288,140,30,118,754,591,16,147
285,"In the future, we'll have a Whole Foods in BG.",1503,873,192,438,358,157,62,139,1145,716,130,299
286,"In 2050, we'll have a Trader Joe's in our community.",1123,742,111,270,297,152,48,97,826,590,63,173
287,"In the future, we'll have an upscale outlet!",1326,524,287,515,340,103,79,158,986,421,208,357
288,"In 2050, Bowling Green's philosophy will be that the best government is one that governs least.",731,233,145,353,200,72,20,108,531,161,125,245
289,"The Bowling Green of 2050 will have policies and venues that promote a culture of live music.",1077,727,46,304,281,106,32,143,796,621,14,161
290,"In 2050, Bowling Green will be seen throughout the state as Kentucky’s front porch to the south.",2093,1166,212,715,482,218,63,201,1611,948,149,514
291,"BG/WC will incorporate its rich history and story into its ever burgeoning growth by 2050.",732,364,47,321,211,61,29,121,521,303,18,200
292,"In 2050, Bowling Green will be a distinctive, uniquely Kentucky part of greater Nashville with a distinctive national identity,",820,354,139,327,233,59,56,118,587,295,83,209
293,"Bowling Green will maintain its spirit of service leadership.",989,609,40,340,249,109,16,124,740,500,24,216
294,"Bowling Green will be known nationally for its focus on working to keep key stakeholders aligned and the ease of collaboration here.",607,198,68,341,182,24,23,135,425,174,45,206
295,"Bowling Green will be a national model for focusing on the local instead of national culture wars.",569,248,52,269,164,46,20,98,405,202,32,171
296,"Bowling Green will remain a place where you can move here from anywhere and make a difference.",1101,695,70,336,289,96,46,147,812,599,24,189
297,"In 2050, no one will graduate from WKU and feel that they can’t pursue their career in the region if they want to.",1183,680,109,394,308,102,54,152,875,578,55,242
298,"Local manufacturers will band together to fund campaigns to attract talent to the region, instead of taking talent from one another.",721,325,59,337,214,46,36,132,507,279,23,205
